date,nasdaq,sp500,fear_greed
2000-01-03,4131.0,1455.0,
2000-01-04,3902.0,1399.0,
2000-01-05,3878.0,1402.0,
2000-01-06,3727.0,1403.0,
2000-01-07,3883.0,1441.0,
2000-01-10,4050.0,1458.0,
2000-01-11,3921.0,1439.0,
2000-01-12,3850.0,1432.0,
2000-01-13,3957.0,1450.0,
2000-01-14,4064.0,1465.0,
2000-01-18,4131.0,1455.0,
2000-01-19,4151.0,1456.0,
2000-01-20,4190.0,1446.0,
2000-01-21,4235.0,1441.0,
2000-01-24,4096.0,1402.0,
2000-01-25,4167.0,1410.0,
2000-01-26,4070.0,1404.0,
2000-01-27,4040.0,1399.0,
2000-01-28,3887.0,1360.0,
2000-01-31,3940.0,1394.0,
2000-02-01,4052.0,1409.0,
2000-02-02,4074.0,1409.0,
2000-02-03,4211.0,1425.0,
2000-02-04,4244.0,1424.0,
2000-02-07,4322.0,1424.0,
2000-02-08,4428.0,1442.0,
2000-02-09,4363.0,1412.0,
2000-02-10,4486.0,1417.0,
2000-02-11,4395.0,1387.0,
2000-02-14,4419.0,1390.0,
2000-02-15,4421.0,1402.0,
2000-02-16,4428.0,1388.0,
2000-02-17,4549.0,1388.0,
2000-02-18,4412.0,1346.0,
2000-02-22,4382.0,1352.0,
2000-02-23,4550.0,1361.0,
2000-02-24,4618.0,1353.0,
2000-02-25,4590.0,1333.0,
2000-02-28,4578.0,1348.0,
2000-02-29,4697.0,1366.0,
2000-03-01,4784.0,1379.0,
2000-03-02,4755.0,1382.0,
2000-03-03,4915.0,1409.0,
2000-03-06,4905.0,1391.0,
2000-03-07,4848.0,1356.0,
2000-03-08,4897.0,1367.0,
2000-03-09,5047.0,1402.0,
2000-03-10,5049.0,1395.0,
2000-03-13,4907.0,1384.0,
2000-03-14,4707.0,1359.0,
2000-03-15,4583.0,1392.0,
2000-03-16,4717.0,1458.0,
2000-03-17,4798.0,1464.0,
2000-03-20,4610.0,1457.0,
2000-03-21,4712.0,1494.0,
2000-03-22,4865.0,1501.0,
2000-03-23,4941.0,1527.0,
2000-03-24,4963.0,1527.0,
2000-03-27,4959.0,1524.0,
2000-03-28,4834.0,1508.0,
2000-03-29,4645.0,1509.0,
2000-03-30,4458.0,1488.0,
2000-03-31,4573.0,1499.0,
2000-04-03,4224.0,1506.0,
2000-04-04,4149.0,1495.0,
2000-04-05,4169.0,1487.0,
2000-04-06,4268.0,1501.0,
2000-04-07,4446.0,1516.0,
2000-04-10,4188.0,1504.0,
2000-04-11,4056.0,1501.0,
2000-04-12,3770.0,1467.0,
2000-04-13,3677.0,1441.0,
2000-04-14,3321.0,1357.0,
2000-04-17,3539.0,1401.0,
2000-04-18,3794.0,1442.0,
2000-04-19,3706.0,1427.0,
2000-04-20,3644.0,1435.0,
2000-04-24,3482.0,1430.0,
2000-04-25,3711.0,1477.0,
2000-04-26,3630.0,1461.0,
2000-04-27,3774.0,1465.0,
2000-04-28,3861.0,1452.0,
2000-05-01,3958.0,1468.0,
2000-05-02,3785.0,1446.0,
2000-05-03,3707.0,1415.0,
2000-05-04,3720.0,1410.0,
2000-05-05,3817.0,1433.0,
2000-05-08,3669.0,1424.0,
2000-05-09,3585.0,1412.0,
2000-05-10,3385.0,1383.0,
2000-05-11,3500.0,1408.0,
2000-05-12,3529.0,1421.0,
2000-05-15,3608.0,1452.0,
2000-05-16,3718.0,1466.0,
2000-05-17,3645.0,1448.0,
2000-05-18,3539.0,1437.0,
2000-05-19,3390.0,1407.0,
2000-05-22,3364.0,1401.0,
2000-05-23,3165.0,1374.0,
2000-05-24,3271.0,1399.0,
2000-05-25,3205.0,1382.0,
2000-05-26,3205.0,1378.0,
2000-05-30,3459.0,1422.0,
2000-05-31,3401.0,1421.0,
2000-06-01,3582.0,1449.0,
2000-06-02,3813.0,1477.0,
2000-06-05,3822.0,1468.0,
2000-06-06,3756.0,1458.0,
2000-06-07,3839.0,1471.0,
2000-06-08,3826.0,1462.0,
2000-06-09,3875.0,1457.0,
2000-06-12,3768.0,1446.0,
2000-06-13,3851.0,1469.0,
2000-06-14,3797.0,1471.0,
2000-06-15,3846.0,1479.0,
2000-06-16,3861.0,1464.0,
2000-06-19,3990.0,1486.0,
2000-06-20,4013.0,1476.0,
2000-06-21,4064.0,1479.0,
2000-06-22,3937.0,1452.0,
2000-06-23,3845.0,1441.0,
2000-06-26,3912.0,1455.0,
2000-06-27,3859.0,1451.0,
2000-06-28,3940.0,1455.0,
2000-06-29,3877.0,1442.0,
2000-06-30,3966.0,1455.0,
2000-07-03,3992.0,1470.0,
2000-07-05,3863.0,1446.0,
2000-07-06,3961.0,1457.0,
2000-07-07,4023.0,1479.0,
2000-07-10,3980.0,1476.0,
2000-07-11,3956.0,1481.0,
2000-07-12,4100.0,1493.0,
2000-07-13,4175.0,1496.0,
2000-07-14,4246.0,1510.0,
2000-07-17,4275.0,1510.0,
2000-07-18,4177.0,1494.0,
2000-07-19,4056.0,1482.0,
2000-07-20,4185.0,1496.0,
2000-07-21,4094.0,1480.0,
2000-07-24,3982.0,1464.0,
2000-07-25,4030.0,1474.0,
2000-07-26,3988.0,1452.0,
2000-07-27,3842.0,1450.0,
2000-07-28,3663.0,1420.0,
2000-07-31,3767.0,1431.0,
2000-08-01,3686.0,1438.0,
2000-08-02,3658.0,1439.0,
2000-08-03,3760.0,1453.0,
2000-08-04,3787.0,1463.0,
2000-08-07,3863.0,1479.0,
2000-08-08,3849.0,1483.0,
2000-08-09,3854.0,1473.0,
2000-08-10,3760.0,1460.0,
2000-08-11,3789.0,1472.0,
2000-08-14,3850.0,1492.0,
2000-08-15,3852.0,1484.0,
2000-08-16,3861.0,1480.0,
2000-08-17,3941.0,1496.0,
2000-08-18,3930.0,1492.0,
2000-08-21,3953.0,1499.0,
2000-08-22,3958.0,1498.0,
2000-08-23,4011.0,1506.0,
2000-08-24,4053.0,1508.0,
2000-08-25,4043.0,1506.0,
2000-08-28,4071.0,1514.0,
2000-08-29,4082.0,1510.0,
2000-08-30,4104.0,1503.0,
2000-08-31,4206.0,1518.0,
2000-09-01,4234.0,1521.0,
2000-09-05,4143.0,1507.0,
2000-09-06,4013.0,1492.0,
2000-09-07,4098.0,1503.0,
2000-09-08,3978.0,1494.0,
2000-09-11,3896.0,1489.0,
2000-09-12,3850.0,1482.0,
2000-09-13,3894.0,1485.0,
2000-09-14,3914.0,1481.0,
2000-09-15,3835.0,1466.0,
2000-09-18,3727.0,1445.0,
2000-09-19,3866.0,1460.0,
2000-09-20,3897.0,1451.0,
2000-09-21,3829.0,1449.0,
2000-09-22,3804.0,1449.0,
2000-09-25,3741.0,1439.0,
2000-09-26,3689.0,1427.0,
2000-09-27,3656.0,1427.0,
2000-09-28,3778.0,1458.0,
2000-09-29,3673.0,1437.0,
2000-10-02,3569.0,1436.0,
2000-10-03,3456.0,1426.0,
2000-10-04,3523.0,1434.0,
2000-10-05,3472.0,1436.0,
2000-10-06,3361.0,1409.0,
2000-10-09,3356.0,1402.0,
2000-10-10,3241.0,1387.0,
2000-10-11,3168.0,1365.0,
2000-10-12,3075.0,1330.0,
2000-10-13,3317.0,1374.0,
2000-10-16,3290.0,1375.0,
2000-10-17,3214.0,1350.0,
2000-10-18,3172.0,1342.0,
2000-10-19,3419.0,1389.0,
2000-10-20,3483.0,1397.0,
2000-10-23,3469.0,1396.0,
2000-10-24,3420.0,1398.0,
2000-10-25,3230.0,1365.0,
2000-10-26,3272.0,1364.0,
2000-10-27,3278.0,1380.0,
2000-10-30,3191.0,1399.0,
2000-10-31,3370.0,1429.0,
2000-11-01,3333.0,1421.0,
2000-11-02,3429.0,1428.0,
2000-11-03,3452.0,1427.0,
2000-11-06,3416.0,1432.0,
2000-11-07,3416.0,1432.0,
2000-11-08,3232.0,1409.0,
2000-11-09,3200.0,1400.0,
2000-11-10,3029.0,1366.0,
2000-11-13,2967.0,1351.0,
2000-11-14,3138.0,1383.0,
2000-11-15,3165.0,1390.0,
2000-11-16,3032.0,1372.0,
2000-11-17,3027.0,1368.0,
2000-11-20,2876.0,1343.0,
2000-11-21,2871.0,1347.0,
2000-11-22,2755.0,1322.0,
2000-11-24,2904.0,1342.0,
2000-11-27,2880.0,1349.0,
2000-11-28,2735.0,1336.0,
2000-11-29,2707.0,1342.0,
2000-11-30,2598.0,1315.0,
2000-12-01,2645.0,1315.0,
2000-12-04,2616.0,1325.0,
2000-12-05,2890.0,1377.0,
2000-12-06,2796.0,1351.0,
2000-12-07,2753.0,1344.0,
2000-12-08,2917.0,1370.0,
2000-12-11,3015.0,1380.0,
2000-12-12,2932.0,1371.0,
2000-12-13,2823.0,1360.0,
2000-12-14,2729.0,1341.0,
2000-12-15,2653.0,1312.0,
2000-12-18,2625.0,1323.0,
2000-12-19,2512.0,1306.0,
2000-12-20,2333.0,1265.0,
2000-12-21,2340.0,1275.0,
2000-12-22,2517.0,1306.0,
2000-12-26,2494.0,1315.0,
2000-12-27,2539.0,1329.0,
2000-12-28,2558.0,1334.0,
2000-12-29,2471.0,1320.0,
2001-01-02,2292.0,1283.0,
2001-01-03,2617.0,1348.0,
2001-01-04,2567.0,1333.0,
2001-01-05,2408.0,1298.0,
2001-01-08,2396.0,1296.0,
2001-01-09,2441.0,1301.0,
2001-01-10,2524.0,1313.0,
2001-01-11,2641.0,1327.0,
2001-01-12,2626.0,1319.0,
2001-01-16,2619.0,1327.0,
2001-01-17,2683.0,1329.0,
2001-01-18,2768.0,1348.0,
2001-01-19,2770.0,1343.0,
2001-01-22,2758.0,1343.0,
2001-01-23,2840.0,1360.0,
2001-01-24,2859.0,1364.0,
2001-01-25,2754.0,1358.0,
2001-01-26,2781.0,1355.0,
2001-01-29,2838.0,1364.0,
2001-01-30,2838.0,1374.0,
2001-01-31,2773.0,1366.0,
2001-02-01,2783.0,1373.0,
2001-02-02,2660.0,1349.0,
2001-02-05,2643.0,1354.0,
2001-02-06,2664.0,1352.0,
2001-02-07,2608.0,1341.0,
2001-02-08,2562.0,1333.0,
2001-02-09,2471.0,1315.0,
2001-02-12,2490.0,1330.0,
2001-02-13,2428.0,1319.0,
2001-02-14,2491.0,1316.0,
2001-02-15,2553.0,1327.0,
2001-02-16,2425.0,1302.0,
2001-02-20,2318.0,1279.0,
2001-02-21,2269.0,1255.0,
2001-02-22,2245.0,1253.0,
2001-02-23,2263.0,1246.0,
2001-02-26,2308.0,1268.0,
2001-02-27,2208.0,1258.0,
2001-02-28,2152.0,1240.0,
2001-03-01,2183.0,1241.0,
2001-03-02,2118.0,1234.0,
2001-03-05,2143.0,1241.0,
2001-03-06,2204.0,1254.0,
2001-03-07,2224.0,1262.0,
2001-03-08,2169.0,1265.0,
2001-03-09,2053.0,1233.0,
2001-03-12,1923.0,1180.0,
2001-03-13,2015.0,1198.0,
2001-03-14,1972.0,1167.0,
2001-03-15,1941.0,1174.0,
2001-03-16,1891.0,1151.0,
2001-03-19,1951.0,1171.0,
2001-03-20,1857.0,1143.0,
2001-03-21,1830.0,1122.0,
2001-03-22,1898.0,1118.0,
2001-03-23,1929.0,1140.0,
2001-03-26,1918.0,1153.0,
2001-03-27,1972.0,1182.0,
2001-03-28,1854.0,1153.0,
2001-03-29,1821.0,1148.0,
2001-03-30,1840.0,1160.0,
2001-04-02,1783.0,1146.0,
2001-04-03,1673.0,1106.0,
2001-04-04,1639.0,1103.0,
2001-04-05,1785.0,1151.0,
2001-04-06,1720.0,1128.0,
2001-04-09,1746.0,1138.0,
2001-04-10,1852.0,1168.0,
2001-04-11,1899.0,1166.0,
2001-04-12,1961.0,1184.0,
2001-04-16,1910.0,1180.0,
2001-04-17,1923.0,1192.0,
2001-04-18,2079.0,1238.0,
2001-04-19,2182.0,1254.0,
2001-04-20,2163.0,1243.0,
2001-04-23,2059.0,1224.0,
2001-04-24,2017.0,1209.0,
2001-04-25,2060.0,1229.0,
2001-04-26,2035.0,1235.0,
2001-04-27,2076.0,1253.0,
2001-04-30,2116.0,1249.0,
2001-05-01,2168.0,1266.0,
2001-05-02,2221.0,1267.0,
2001-05-03,2146.0,1249.0,
2001-05-04,2192.0,1267.0,
2001-05-07,2174.0,1264.0,
2001-05-08,2199.0,1261.0,
2001-05-09,2157.0,1256.0,
2001-05-10,2129.0,1255.0,
2001-05-11,2107.0,1246.0,
2001-05-14,2082.0,1249.0,
2001-05-15,2086.0,1249.0,
2001-05-16,2166.0,1285.0,
2001-05-17,2194.0,1288.0,
2001-05-18,2199.0,1292.0,
2001-05-21,2306.0,1313.0,
2001-05-22,2314.0,1309.0,
2001-05-23,2243.0,1289.0,
2001-05-24,2282.0,1293.0,
2001-05-25,2251.0,1278.0,
2001-05-29,2176.0,1268.0,
2001-05-30,2084.0,1248.0,
2001-05-31,2110.0,1256.0,
2001-06-01,2149.0,1261.0,
2001-06-04,2156.0,1267.0,
2001-06-05,2234.0,1284.0,
2001-06-06,2218.0,1270.0,
2001-06-07,2264.0,1277.0,
2001-06-08,2215.0,1265.0,
2001-06-11,2171.0,1254.0,
2001-06-12,2170.0,1256.0,
2001-06-13,2122.0,1242.0,
2001-06-14,2044.0,1220.0,
2001-06-15,2028.0,1214.0,
2001-06-18,1989.0,1208.0,
2001-06-19,1993.0,1213.0,
2001-06-20,2031.0,1223.0,
2001-06-21,2059.0,1237.0,
2001-06-22,2035.0,1225.0,
2001-06-25,2051.0,1219.0,
2001-06-26,2065.0,1217.0,
2001-06-27,2075.0,1211.0,
2001-06-28,2125.0,1226.0,
2001-06-29,2161.0,1224.0,
2001-07-02,2149.0,1237.0,
2001-07-03,2141.0,1234.0,
2001-07-05,2080.0,1219.0,
2001-07-06,2004.0,1191.0,
2001-07-09,2027.0,1199.0,
2001-07-10,1963.0,1182.0,
2001-07-11,1972.0,1180.0,
2001-07-12,2076.0,1208.0,
2001-07-13,2085.0,1216.0,
2001-07-16,2029.0,1202.0,
2001-07-17,2067.0,1214.0,
2001-07-18,2016.0,1208.0,
2001-07-19,2047.0,1215.0,
2001-07-20,2029.0,1211.0,
2001-07-23,1989.0,1191.0,
2001-07-24,1959.0,1172.0,
2001-07-25,1984.0,1190.0,
2001-07-26,2023.0,1203.0,
2001-07-27,2029.0,1206.0,
2001-07-30,2018.0,1205.0,
2001-07-31,2027.0,1211.0,
2001-08-01,2068.0,1216.0,
2001-08-02,2087.0,1221.0,
2001-08-03,2066.0,1214.0,
2001-08-06,2034.0,1200.0,
2001-08-07,2028.0,1204.0,
2001-08-08,1966.0,1184.0,
2001-08-09,1963.0,1183.0,
2001-08-10,1956.0,1190.0,
2001-08-13,1982.0,1191.0,
2001-08-14,1965.0,1187.0,
2001-08-15,1919.0,1178.0,
2001-08-16,1930.0,1182.0,
2001-08-17,1867.0,1162.0,
2001-08-20,1881.0,1171.0,
2001-08-21,1831.0,1157.0,
2001-08-22,1860.0,1165.0,
2001-08-23,1843.0,1162.0,
2001-08-24,1917.0,1185.0,
2001-08-27,1912.0,1179.0,
2001-08-28,1865.0,1162.0,
2001-08-29,1843.0,1149.0,
2001-08-30,1792.0,1129.0,
2001-08-31,1805.0,1134.0,
2001-09-04,1771.0,1133.0,
2001-09-05,1759.0,1132.0,
2001-09-06,1706.0,1106.0,
2001-09-07,1688.0,1086.0,
2001-09-10,1695.0,1093.0,
2001-09-17,1580.0,1039.0,
2001-09-18,1555.0,1033.0,
2001-09-19,1528.0,1016.0,
2001-09-20,1471.0,985.0,
2001-09-21,1423.0,966.0,
2001-09-24,1499.0,1003.0,
2001-09-25,1502.0,1012.0,
2001-09-26,1464.0,1007.0,
2001-09-27,1461.0,1019.0,
2001-09-28,1499.0,1041.0,
2001-10-01,1480.0,1039.0,
2001-10-02,1492.0,1051.0,
2001-10-03,1581.0,1072.0,
2001-10-04,1597.0,1070.0,
2001-10-05,1605.0,1071.0,
2001-10-08,1606.0,1062.0,
2001-10-09,1570.0,1057.0,
2001-10-10,1626.0,1081.0,
2001-10-11,1701.0,1097.0,
2001-10-12,1703.0,1092.0,
2001-10-15,1696.0,1090.0,
2001-10-16,1722.0,1098.0,
2001-10-17,1646.0,1077.0,
2001-10-18,1653.0,1069.0,
2001-10-19,1671.0,1073.0,
2001-10-22,1708.0,1090.0,
2001-10-23,1704.0,1085.0,
2001-10-24,1732.0,1085.0,
2001-10-25,1775.0,1100.0,
2001-10-26,1769.0,1105.0,
2001-10-29,1700.0,1078.0,
2001-10-30,1667.0,1060.0,
2001-10-31,1690.0,1060.0,
2001-11-01,1746.0,1084.0,
2001-11-02,1746.0,1087.0,
2001-11-05,1794.0,1103.0,
2001-11-06,1835.0,1119.0,
2001-11-07,1838.0,1116.0,
2001-11-08,1828.0,1119.0,
2001-11-09,1828.0,1120.0,
2001-11-12,1840.0,1118.0,
2001-11-13,1892.0,1139.0,
2001-11-14,1903.0,1141.0,
2001-11-15,1901.0,1142.0,
2001-11-16,1899.0,1139.0,
2001-11-19,1934.0,1151.0,
2001-11-20,1881.0,1143.0,
2001-11-21,1875.0,1137.0,
2001-11-23,1903.0,1150.0,
2001-11-26,1941.0,1157.0,
2001-11-27,1936.0,1150.0,
2001-11-28,1888.0,1129.0,
2001-11-29,1933.0,1140.0,
2001-11-30,1931.0,1139.0,
2001-12-03,1905.0,1130.0,
2001-12-04,1963.0,1145.0,
2001-12-05,2047.0,1170.0,
2001-12-06,2054.0,1167.0,
2001-12-07,2021.0,1158.0,
2001-12-10,1992.0,1140.0,
2001-12-11,2002.0,1137.0,
2001-12-12,2011.0,1137.0,
2001-12-13,1947.0,1119.0,
2001-12-14,1953.0,1123.0,
2001-12-17,1987.0,1134.0,
2001-12-18,2005.0,1143.0,
2001-12-19,1983.0,1150.0,
2001-12-20,1919.0,1140.0,
2001-12-21,1946.0,1145.0,
2001-12-24,1944.0,1145.0,
2001-12-26,1961.0,1149.0,
2001-12-27,1976.0,1157.0,
2001-12-28,1987.0,1161.0,
2001-12-31,1950.0,1148.0,
2002-01-02,1979.0,1155.0,
2002-01-03,2044.0,1165.0,
2002-01-04,2059.0,1173.0,
2002-01-07,2037.0,1165.0,
2002-01-08,2056.0,1161.0,
2002-01-09,2045.0,1155.0,
2002-01-10,2047.0,1157.0,
2002-01-11,2022.0,1146.0,
2002-01-14,1991.0,1138.0,
2002-01-15,2001.0,1146.0,
2002-01-16,1944.0,1128.0,
2002-01-17,1986.0,1139.0,
2002-01-18,1930.0,1128.0,
2002-01-22,1883.0,1119.0,
2002-01-23,1922.0,1128.0,
2002-01-24,1943.0,1132.0,
2002-01-25,1938.0,1133.0,
2002-01-28,1944.0,1133.0,
2002-01-29,1893.0,1101.0,
2002-01-30,1913.0,1114.0,
2002-01-31,1934.0,1130.0,
2002-02-01,1911.0,1122.0,
2002-02-04,1856.0,1094.0,
2002-02-05,1839.0,1090.0,
2002-02-06,1813.0,1084.0,
2002-02-07,1782.0,1080.0,
2002-02-08,1819.0,1096.0,
2002-02-11,1847.0,1112.0,
2002-02-12,1834.0,1108.0,
2002-02-13,1859.0,1119.0,
2002-02-14,1843.0,1116.0,
2002-02-15,1805.0,1104.0,
2002-02-19,1751.0,1083.0,
2002-02-20,1776.0,1098.0,
2002-02-21,1716.0,1081.0,
2002-02-22,1725.0,1090.0,
2002-02-25,1770.0,1109.0,
2002-02-26,1767.0,1109.0,
2002-02-27,1752.0,1110.0,
2002-02-28,1731.0,1107.0,
2002-03-01,1803.0,1132.0,
2002-03-04,1859.0,1154.0,
2002-03-05,1866.0,1146.0,
2002-03-06,1890.0,1163.0,
2002-03-07,1882.0,1158.0,
2002-03-08,1930.0,1164.0,
2002-03-11,1929.0,1168.0,
2002-03-12,1897.0,1166.0,
2002-03-13,1862.0,1154.0,
2002-03-14,1854.0,1153.0,
2002-03-15,1868.0,1166.0,
2002-03-18,1877.0,1166.0,
2002-03-19,1881.0,1170.0,
2002-03-20,1833.0,1152.0,
2002-03-21,1869.0,1154.0,
2002-03-22,1851.0,1149.0,
2002-03-25,1812.0,1132.0,
2002-03-26,1824.0,1138.0,
2002-03-27,1827.0,1145.0,
2002-03-28,1845.0,1147.0,
2002-04-01,1863.0,1147.0,
2002-04-02,1804.0,1137.0,
2002-04-03,1784.0,1125.0,
2002-04-04,1790.0,1126.0,
2002-04-05,1770.0,1123.0,
2002-04-08,1786.0,1125.0,
2002-04-09,1743.0,1118.0,
2002-04-10,1767.0,1130.0,
2002-04-11,1725.0,1104.0,
2002-04-12,1756.0,1111.0,
2002-04-15,1754.0,1103.0,
2002-04-16,1817.0,1128.0,
2002-04-17,1811.0,1126.0,
2002-04-18,1802.0,1124.0,
2002-04-19,1797.0,1125.0,
2002-04-22,1759.0,1108.0,
2002-04-23,1730.0,1101.0,
2002-04-24,1713.0,1093.0,
2002-04-25,1714.0,1091.0,
2002-04-26,1664.0,1076.0,
2002-04-29,1657.0,1065.0,
2002-04-30,1688.0,1077.0,
2002-05-01,1678.0,1086.0,
2002-05-02,1645.0,1085.0,
2002-05-03,1613.0,1073.0,
2002-05-06,1578.0,1053.0,
2002-05-07,1574.0,1049.0,
2002-05-08,1696.0,1089.0,
2002-05-09,1650.0,1073.0,
2002-05-10,1601.0,1055.0,
2002-05-13,1653.0,1075.0,
2002-05-14,1719.0,1097.0,
2002-05-15,1726.0,1091.0,
2002-05-16,1730.0,1098.0,
2002-05-17,1741.0,1107.0,
2002-05-20,1702.0,1092.0,
2002-05-21,1664.0,1080.0,
2002-05-22,1673.0,1086.0,
2002-05-23,1698.0,1097.0,
2002-05-24,1661.0,1084.0,
2002-05-28,1652.0,1075.0,
2002-05-29,1624.0,1068.0,
2002-05-30,1632.0,1065.0,
2002-05-31,1616.0,1067.0,
2002-06-03,1563.0,1041.0,
2002-06-04,1578.0,1041.0,
2002-06-05,1595.0,1050.0,
2002-06-06,1555.0,1029.0,
2002-06-07,1535.0,1028.0,
2002-06-10,1531.0,1031.0,
2002-06-11,1497.0,1014.0,
2002-06-12,1519.0,1020.0,
2002-06-13,1497.0,1010.0,
2002-06-14,1505.0,1007.0,
2002-06-17,1553.0,1036.0,
2002-06-18,1543.0,1037.0,
2002-06-19,1497.0,1020.0,
2002-06-20,1465.0,1006.0,
2002-06-21,1441.0,989.0,
2002-06-24,1460.0,993.0,
2002-06-25,1424.0,976.0,
2002-06-26,1429.0,974.0,
2002-06-27,1459.0,991.0,
2002-06-28,1463.0,990.0,
2002-07-01,1404.0,969.0,
2002-07-02,1358.0,948.0,
2002-07-03,1380.0,954.0,
2002-07-05,1448.0,989.0,
2002-07-08,1406.0,977.0,
2002-07-09,1381.0,953.0,
2002-07-10,1346.0,920.0,
2002-07-11,1374.0,927.0,
2002-07-12,1374.0,921.0,
2002-07-15,1383.0,918.0,
2002-07-16,1375.0,901.0,
2002-07-17,1397.0,906.0,
2002-07-18,1357.0,882.0,
2002-07-19,1319.0,848.0,
2002-07-22,1283.0,820.0,
2002-07-23,1229.0,798.0,
2002-07-24,1290.0,843.0,
2002-07-25,1240.0,839.0,
2002-07-26,1262.0,853.0,
2002-07-29,1335.0,899.0,
2002-07-30,1344.0,903.0,
2002-07-31,1328.0,912.0,
2002-08-01,1280.0,885.0,
2002-08-02,1248.0,864.0,
2002-08-05,1206.0,835.0,
2002-08-06,1260.0,860.0,
2002-08-07,1281.0,877.0,
2002-08-08,1317.0,905.0,
2002-08-09,1306.0,909.0,
2002-08-12,1307.0,904.0,
2002-08-13,1269.0,884.0,
2002-08-14,1334.0,920.0,
2002-08-15,1345.0,930.0,
2002-08-16,1361.0,929.0,
2002-08-19,1395.0,951.0,
2002-08-20,1377.0,937.0,
2002-08-21,1409.0,949.0,
2002-08-22,1423.0,963.0,
2002-08-23,1381.0,941.0,
2002-08-26,1392.0,948.0,
2002-08-27,1348.0,935.0,
2002-08-28,1314.0,918.0,
2002-08-29,1336.0,918.0,
2002-08-30,1315.0,916.0,
2002-09-03,1264.0,878.0,
2002-09-04,1292.0,893.0,
2002-09-05,1251.0,879.0,
2002-09-06,1295.0,894.0,
2002-09-09,1305.0,903.0,
2002-09-10,1320.0,910.0,
2002-09-11,1315.0,909.0,
2002-09-12,1280.0,887.0,
2002-09-13,1291.0,890.0,
2002-09-16,1276.0,891.0,
2002-09-17,1260.0,874.0,
2002-09-18,1252.0,869.0,
2002-09-19,1216.0,843.0,
2002-09-20,1221.0,845.0,
2002-09-23,1185.0,834.0,
2002-09-24,1182.0,819.0,
2002-09-25,1222.0,840.0,
2002-09-26,1222.0,855.0,
2002-09-27,1199.0,827.0,
2002-09-30,1172.0,815.0,
2002-10-01,1214.0,848.0,
2002-10-02,1187.0,828.0,
2002-10-03,1166.0,819.0,
2002-10-04,1140.0,801.0,
2002-10-07,1119.0,785.0,
2002-10-08,1129.0,799.0,
2002-10-09,1114.0,777.0,
2002-10-10,1163.0,804.0,
2002-10-11,1210.0,835.0,
2002-10-14,1221.0,841.0,
2002-10-15,1282.0,881.0,
2002-10-16,1232.0,860.0,
2002-10-17,1272.0,879.0,
2002-10-18,1288.0,884.0,
2002-10-21,1310.0,900.0,
2002-10-22,1293.0,890.0,
2002-10-23,1320.0,896.0,
2002-10-24,1299.0,882.0,
2002-10-25,1331.0,898.0,
2002-10-28,1316.0,890.0,
2002-10-29,1301.0,882.0,
2002-10-30,1327.0,891.0,
2002-10-31,1330.0,886.0,
2002-11-01,1361.0,901.0,
2002-11-04,1397.0,908.0,
2002-11-05,1401.0,915.0,
2002-11-06,1419.0,924.0,
2002-11-07,1377.0,903.0,
2002-11-08,1359.0,895.0,
2002-11-11,1319.0,876.0,
2002-11-12,1350.0,883.0,
2002-11-13,1361.0,883.0,
2002-11-14,1412.0,904.0,
2002-11-15,1411.0,910.0,
2002-11-18,1394.0,900.0,
2002-11-19,1375.0,897.0,
2002-11-20,1419.0,914.0,
2002-11-21,1468.0,934.0,
2002-11-22,1469.0,931.0,
2002-11-25,1482.0,933.0,
2002-11-26,1444.0,913.0,
2002-11-27,1488.0,939.0,
2002-11-29,1479.0,936.0,
2002-12-02,1485.0,935.0,
2002-12-03,1449.0,921.0,
2002-12-04,1430.0,918.0,
2002-12-05,1411.0,907.0,
2002-12-06,1422.0,912.0,
2002-12-09,1367.0,892.0,
2002-12-10,1391.0,904.0,
2002-12-11,1397.0,905.0,
2002-12-12,1400.0,902.0,
2002-12-13,1362.0,889.0,
2002-12-16,1400.0,910.0,
2002-12-17,1392.0,903.0,
2002-12-18,1362.0,891.0,
2002-12-19,1354.0,884.0,
2002-12-20,1363.0,896.0,
2002-12-23,1382.0,897.0,
2002-12-24,1372.0,892.0,
2002-12-26,1368.0,890.0,
2002-12-27,1348.0,875.0,
2002-12-30,1340.0,879.0,
2002-12-31,1336.0,880.0,
2003-01-02,1385.0,909.0,
2003-01-03,1387.0,909.0,
2003-01-06,1421.0,929.0,
2003-01-07,1432.0,923.0,
2003-01-08,1401.0,910.0,
2003-01-09,1438.0,928.0,
2003-01-10,1448.0,928.0,
2003-01-13,1446.0,926.0,
2003-01-14,1461.0,932.0,
2003-01-15,1439.0,918.0,
2003-01-16,1424.0,915.0,
2003-01-17,1376.0,902.0,
2003-01-21,1364.0,888.0,
2003-01-22,1359.0,878.0,
2003-01-23,1388.0,887.0,
2003-01-24,1342.0,861.0,
2003-01-27,1325.0,847.0,
2003-01-28,1342.0,859.0,
2003-01-29,1358.0,864.0,
2003-01-30,1322.0,845.0,
2003-01-31,1321.0,856.0,
2003-02-03,1324.0,860.0,
2003-02-04,1306.0,848.0,
2003-02-05,1302.0,844.0,
2003-02-06,1302.0,838.0,
2003-02-07,1282.0,830.0,
2003-02-10,1297.0,836.0,
2003-02-11,1295.0,829.0,
2003-02-12,1279.0,819.0,
2003-02-13,1277.0,817.0,
2003-02-14,1310.0,835.0,
2003-02-18,1347.0,851.0,
2003-02-19,1334.0,845.0,
2003-02-20,1331.0,837.0,
